Species	Symbol	Ensembl	Family	Protein	Entrez_ID
Mus_musculus	L3mbtl4	ENSMUSG00000041565	zf-C2HC	ENSMUSP00000094892.4;ENSMUSP00000121045.2;	320858
Mus_musculus	Cux2	ENSMUSG00000042589	CUT	ENSMUSP00000083497.6;ENSMUSP00000130302.3;ENSMUSP00000107381.3;	13048
Mus_musculus	Hoxa6	ENSMUSG00000043219	Homeobox	ENSMUSP00000058755.8;	15403
Mus_musculus	Rhox6	ENSMUSG00000006200	Homeobox	ENSMUSP00000006362.4;	19202
Mus_musculus	Ncoa1	ENSMUSG00000020647	bHLH	ENSMUSP00000151358.2;ENSMUSP00000151716.2;ENSMUSP00000082971.4;	17977
Mus_musculus	Terf2	ENSMUSG00000031921	MYB	ENSMUSP00000065586.9;ENSMUSP00000118759.2;ENSMUSP00000068948.7;	21750
Mus_musculus	Sox6	ENSMUSG00000051910	HMG	ENSMUSP00000126404.2;ENSMUSP00000129512.2;ENSMUSP00000072583.5;ENSMUSP00000129027.2;ENSMUSP00000145931.2;ENSMUSP00000145919.2;ENSMUSP00000145732.2;ENSMUSP00000102223.2;	20679
Mus_musculus	Zfp985	ENSMUSG00000065999	zf-C2H2	ENSMUSP00000080438.7;	433804
Mus_musculus	Hmgxb3	ENSMUSG00000024622	HMG	ENSMUSP00000158376.2;ENSMUSP00000157514.2;ENSMUSP00000089498.5;	106894
Mus_musculus	Zfp90	ENSMUSG00000031907	zf-C2H2	ENSMUSP00000034382.8;ENSMUSP00000148744.2;	22751
Mus_musculus	Zscan4c	ENSMUSG00000054272	zf-C2H2	ENSMUSP00000118506.3;	NA
Mus_musculus	A630089N07Rik	ENSMUSG00000116673	zf-C2H2	ENSMUSP00000156011.2;ENSMUSP00000155945.2;ENSMUSP00000156068.2;	NA
Mus_musculus	Neurog2	ENSMUSG00000027967	bHLH	ENSMUSP00000029587.8;	11924
Mus_musculus	Nanog	ENSMUSG00000012396	Homeobox	ENSMUSP00000012540.4;ENSMUSP00000108200.2;ENSMUSP00000108199.2;	71950
Mus_musculus	Zfp81	ENSMUSG00000003929	zf-C2H2	ENSMUSP00000157222.2;ENSMUSP00000050728.9;	224694
Mus_musculus	Zfp959	ENSMUSG00000003198	zf-C2H2	ENSMUSP00000053979.9;	224893
Mus_musculus	Gm2026	ENSMUSG00000078886	zf-C2H2	ENSMUSP00000104636.4;	100039060
Mus_musculus	Rhox12	ENSMUSG00000071766	Homeobox	ENSMUSP00000139303.2;ENSMUSP00000094191.5;ENSMUSP00000110799.3;	382282
Mus_musculus	Mafk	ENSMUSG00000018143	TF_bZIP	ENSMUSP00000106460.2;ENSMUSP00000018287.4;	17135
Mus_musculus	Mta2	ENSMUSG00000071646	zf-GATA	ENSMUSP00000093959.3;	23942
Mus_musculus	Pax4	ENSMUSG00000029706	PAX	ENSMUSP00000031718.8;ENSMUSP00000126000.2;ENSMUSP00000134470.2;ENSMUSP00000131301.2;	18506
Mus_musculus	Prdm4	ENSMUSG00000035529	zf-C2H2	ENSMUSP00000151931.2;ENSMUSP00000041942.9;	72843
Mus_musculus	Zfp867	ENSMUSG00000054519	zf-C2H2	ENSMUSP00000050746.8;	237775
Mus_musculus	Zfp120	ENSMUSG00000068134	zf-C2H2	ENSMUSP00000092116.6;ENSMUSP00000086615.7;	104348
Mus_musculus	Zfp763	ENSMUSG00000067430	zf-C2H2	ENSMUSP00000084936.5;	73451
Mus_musculus	Nfatc3	ENSMUSG00000031902	RHD	ENSMUSP00000148551.2;ENSMUSP00000104931.2;ENSMUSP00000148556.2;	18021
Mus_musculus	Zxdb	ENSMUSG00000073062	zf-C2H2	ENSMUSP00000100524.2;	668166
Mus_musculus	Zbtb5	ENSMUSG00000049657	ZBTB	ENSMUSP00000136507.2;ENSMUSP00000136507.2;ENSMUSP00000103447.3;ENSMUSP00000103447.3;ENSMUSP00000059919.9;ENSMUSP00000059919.9;ENSMUSP00000122991.2;	230119
Mus_musculus	Hmga1	ENSMUSG00000046711	HMGA	ENSMUSP00000110538.4;ENSMUSP00000155886.2;ENSMUSP00000114101.2;ENSMUSP00000113916.2;ENSMUSP00000155874.2;ENSMUSP00000155876.2;ENSMUSP00000155922.2;ENSMUSP00000156173.2;ENSMUSP00000156199.2;ENSMUSP00000155966.2;ENSMUSP00000155964.2;ENSMUSP00000113011.3;ENSMUSP00000113068.3;ENSMUSP00000156327.2;ENSMUSP00000156044.2;ENSMUSP00000113015.2;	15361
Mus_musculus	Zfp711	ENSMUSG00000025529	zf-C2H2	ENSMUSP00000109036.2;ENSMUSP00000071717.7;	245595
Mus_musculus	Zfp691	ENSMUSG00000045268	zf-C2H2	ENSMUSP00000101962.4;ENSMUSP00000053013.5;ENSMUSP00000136119.2;	195522
Mus_musculus	Rhox4f	ENSMUSG00000079630	Homeobox	ENSMUSP00000110824.2;	636177
Mus_musculus	Zfp276	ENSMUSG00000001065	zf-C2H2	ENSMUSP00000001092.9;	57247
Mus_musculus	Tfap2d	ENSMUSG00000042596	AP-2	ENSMUSP00000037699.8;	226896
Mus_musculus	Arntl	ENSMUSG00000055116	bHLH	ENSMUSP00000147764.2;ENSMUSP00000147823.2;ENSMUSP00000147989.2;ENSMUSP00000046235.8;	11865
Mus_musculus	Gbx1	ENSMUSG00000067724	Homeobox	ENSMUSP00000085651.5;	NA
Mus_musculus	Zfp738	ENSMUSG00000048280	zf-C2H2	ENSMUSP00000121275.3;ENSMUSP00000135050.2;	408068
Mus_musculus	Zfp599	ENSMUSG00000062794	zf-C2H2	ENSMUSP00000083462.5;	235048
Mus_musculus	Zkscan2	ENSMUSG00000030757	zf-C2H2	ENSMUSP00000041821.8;	210162
Mus_musculus	Zfp3	ENSMUSG00000043602	zf-C2H2	ENSMUSP00000054020.6;	193043
Mus_musculus	Thra	ENSMUSG00000058756	THR-like	ENSMUSP00000099428.5;ENSMUSP00000068281.6;ENSMUSP00000115323.2;	21833
Mus_musculus	Terf1	ENSMUSG00000025925	MYB	ENSMUSP00000027057.8;ENSMUSP00000140744.2;	21749
Mus_musculus	Mta1	ENSMUSG00000021144	zf-GATA	ENSMUSP00000105348.2;ENSMUSP00000105349.3;ENSMUSP00000009099.7;ENSMUSP00000105345.2;ENSMUSP00000064338.5;	116870
Mus_musculus	Mzf1	ENSMUSG00000030380	zf-C2H2	ENSMUSP00000138271.2;ENSMUSP00000138387.2;	109889
Mus_musculus	Ybx2	ENSMUSG00000018554	CSD	ENSMUSP00000104242.3;ENSMUSP00000018698.6;	53422
Mus_musculus	Egr3	ENSMUSG00000033730	zf-C2H2	ENSMUSP00000037042.3;ENSMUSP00000153491.2;	13655
Mus_musculus	Repin1	ENSMUSG00000052751	zf-C2H2	ENSMUSP00000121975.2;ENSMUSP00000118890.3;ENSMUSP00000009420.9;ENSMUSP00000113548.3;ENSMUSP00000132365.2;	58887
Mus_musculus	Mxd3	ENSMUSG00000021485	bHLH	ENSMUSP00000021941.8;	NA
Mus_musculus	Zbtb7c	ENSMUSG00000044646	ZBTB	ENSMUSP00000157716.2;ENSMUSP00000157716.2;ENSMUSP00000126808.2;ENSMUSP00000126808.2;ENSMUSP00000057856.8;ENSMUSP00000057856.8;	207259
Mus_musculus	Zfp808	ENSMUSG00000074867	zf-C2H2	ENSMUSP00000097048.4;	630579
Mus_musculus	Tbx3	ENSMUSG00000018604	T-box	ENSMUSP00000018748.9;ENSMUSP00000112519.2;ENSMUSP00000078657.5;	21386
Mus_musculus	Heyl	ENSMUSG00000032744	bHLH	ENSMUSP00000040576.5;	56198
Mus_musculus	Myt1l	ENSMUSG00000061911	zf-C2HC	ENSMUSP00000151588.2;ENSMUSP00000151977.2;ENSMUSP00000058264.10;ENSMUSP00000021009.9;	17933
Mus_musculus	Wt1	ENSMUSG00000016458	zf-C2H2	ENSMUSP00000120054.2;ENSMUSP00000120702.2;ENSMUSP00000106728.2;ENSMUSP00000123592.2;ENSMUSP00000106727.2;ENSMUSP00000117891.2;	22431
Mus_musculus	Gm10226	ENSMUSG00000067929	zf-C2H2	ENSMUSP00000072002.5;	NA
Mus_musculus	Nr2e3	ENSMUSG00000032292	RXR-like	ENSMUSP00000034831.3;	23958
Mus_musculus	Zfp62	ENSMUSG00000046311	zf-C2H2	ENSMUSP00000117774.2;ENSMUSP00000104820.2;ENSMUSP00000104821.2;ENSMUSP00000137583.2;ENSMUSP00000056226.4;ENSMUSP00000116045.2;	22720
Mus_musculus	Zbtb32	ENSMUSG00000006310	ZBTB	ENSMUSP00000103786.3;ENSMUSP00000103786.3;ENSMUSP00000103785.2;	58206
Mus_musculus	Zfp398	ENSMUSG00000062519	zf-C2H2	ENSMUSP00000078806.5;ENSMUSP00000110245.2;	272347
Mus_musculus	Zbtb22	ENSMUSG00000051390	ZBTB	ENSMUSP00000057466.10;ENSMUSP00000057466.10;ENSMUSP00000133345.2;	81630
Mus_musculus	Hic1	ENSMUSG00000043099	ZBTB	ENSMUSP00000053483.6;ENSMUSP00000053483.6;ENSMUSP00001091661.1;ENSMUSP00001091661.1;	15248
Mus_musculus	Pou1f1	ENSMUSG00000004842	Pou	ENSMUSP00000004964.9;ENSMUSP00000135574.2;ENSMUSP00000135113.2;ENSMUSP00000139087.2;	18736
Mus_musculus	Shox2	ENSMUSG00000027833	Homeobox	ENSMUSP00000123838.2;ENSMUSP00000029422.8;ENSMUSP00000124924.4;ENSMUSP00000125031.4;ENSMUSP00000141625.2;	20429
Mus_musculus	Zfp454	ENSMUSG00000048728	zf-C2H2	ENSMUSP00000129125.2;ENSMUSP00000104759.2;ENSMUSP00000061824.7;	237758
Mus_musculus	Zfp418	ENSMUSG00000034538	zf-C2H2	ENSMUSP00000057159.8;	232854
Mus_musculus	Nfyb	ENSMUSG00000020248	NF-YB	ENSMUSP00000116039.2;ENSMUSP00000122403.2;	18045
Mus_musculus	Zfp771	ENSMUSG00000054716	zf-C2H2	ENSMUSP00000056959.4;	244216
Mus_musculus	Lrrfip2	ENSMUSG00000032497	LRRFIP	ENSMUSP00000142816.2;ENSMUSP00000142851.2;ENSMUSP00000035078.7;ENSMUSP00000149845.3;ENSMUSP00000151145.2;ENSMUSP00000142471.2;ENSMUSP00000149212.2;ENSMUSP00000143322.2;ENSMUSP00000143756.2;ENSMUSP00000142753.3;ENSMUSP00000159250.2;ENSMUSP00000095944.3;	71268
Mus_musculus	Zfp268	ENSMUSG00000078502	zf-C2H2	ENSMUSP00000112918.2;ENSMUSP00000101365.2;ENSMUSP00000095402.4;	433801
Mus_musculus	Cebpe	ENSMUSG00000052435	TF_bZIP	ENSMUSP00000068927.7;	110794
Mus_musculus	Zfp180	ENSMUSG00000057101	zf-C2H2	ENSMUSP00000064611.4;	210135
Mus_musculus	Prdm14	ENSMUSG00000042414	zf-C2H2	ENSMUSP00000044245.7;	383491
Mus_musculus	Pbx4	ENSMUSG00000031860	Homeobox	ENSMUSP00000080219.6;	80720
Mus_musculus	Zbtb18	ENSMUSG00000063659	ZBTB	ENSMUSP00000091831.4;ENSMUSP00000091831.4;ENSMUSP00000141337.2;ENSMUSP00000142124.2;ENSMUSP00000142073.2;ENSMUSP00000076463.7;ENSMUSP00000141724.2;ENSMUSP00000141663.2;	30928
Mus_musculus	Zscan4-ps1	ENSMUSG00000110103	zf-C2H2	ENSMUSP00000131258.4;	NA
Mus_musculus	Barhl1	ENSMUSG00000026805	Homeobox	ENSMUSP00000109478.2;ENSMUSP00000109480.2;ENSMUSP00000053147.3;	54422
Mus_musculus	Zfp551	ENSMUSG00000034071	zf-C2H2	ENSMUSP00000079222.6;	619331
Mus_musculus	Zfp747	ENSMUSG00000054381	zf-C2H2	ENSMUSP00000070685.5;	269997
Mus_musculus	Zfp963	ENSMUSG00000092260	zf-C2H2	ENSMUSP00000119087.2;	620419
Mus_musculus	Gata3	ENSMUSG00000015619	zf-GATA	ENSMUSP00000100041.4;	14462
Mus_musculus	Smad4	ENSMUSG00000024515	MH1	ENSMUSP00000110589.2;ENSMUSP00000025393.8;	17128
Mus_musculus	Gm14322	ENSMUSG00000078864	zf-C2H2	ENSMUSP00000104570.4;ENSMUSP00000136870.2;	626802
Mus_musculus	Zfp978	ENSMUSG00000078497	zf-C2H2	ENSMUSP00000114248.2;	NA
Mus_musculus	Tcf3	ENSMUSG00000020167	bHLH	ENSMUSP00000100977.2;ENSMUSP00000100981.2;ENSMUSP00000020377.7;ENSMUSP00000100982.4;ENSMUSP00000100978.2;ENSMUSP00000100979.2;ENSMUSP00000020379.7;ENSMUSP00000100976.2;ENSMUSP00000100983.4;ENSMUSP00000121172.2;ENSMUSP00000100980.2;	21423
Mus_musculus	Rxrb	ENSMUSG00000039656	RXR-like	ENSMUSP00000112311.3;ENSMUSP00000036585.9;ENSMUSP00000133775.4;ENSMUSP00000133661.2;	20182
Mus_musculus	Barhl2	ENSMUSG00000034384	Homeobox	ENSMUSP00000084005.7;	104382
Mus_musculus	Msgn1	ENSMUSG00000047002	bHLH	ENSMUSP00000055001.2;	56184
Mus_musculus	Pou2f1	ENSMUSG00000026565	Pou	ENSMUSP00000064000.6;ENSMUSP00000138962.3;ENSMUSP00000107056.3;ENSMUSP00000125371.3;ENSMUSP00000107057.5;ENSMUSP00000124738.2;ENSMUSP00000027850.9;ENSMUSP00000125444.2;ENSMUSP00000107055.5;	18986
Mus_musculus	Atoh8	ENSMUSG00000037621	bHLH	ENSMUSP00000145790.2;ENSMUSP00000036981.8;	NA
Mus_musculus	Bcl11b	ENSMUSG00000048251	zf-C2H2	ENSMUSP00000105513.2;ENSMUSP00000105517.3;ENSMUSP00000068258.5;	58208
Mus_musculus	Zic5	ENSMUSG00000041703	zf-C2H2	ENSMUSP00000035754.7;	65100
Mus_musculus	Zfp820	ENSMUSG00000069743	zf-C2H2	ENSMUSP00000081158.5;ENSMUSP00000156524.2;	75424
Mus_musculus	Rfx5	ENSMUSG00000005774	RFX	ENSMUSP00000117963.2;ENSMUSP00000102875.2;ENSMUSP00000029772.3;ENSMUSP00000102881.3;ENSMUSP00000102876.2;ENSMUSP00000102874.2;ENSMUSP00000119704.2;ENSMUSP00000118586.2;	53970
Mus_musculus	Zfp616	ENSMUSG00000069476	zf-C2H2	ENSMUSP00000136549.2;	327963
Mus_musculus	Gm10772	ENSMUSG00000091347	zf-C2H2	ENSMUSP00000126511.3;	NA
Mus_musculus	Klf4	ENSMUSG00000003032	zf-C2H2	ENSMUSP00000103245.3;	16600
Mus_musculus	Esrra	ENSMUSG00000024955	ESR-like	ENSMUSP00000134587.2;ENSMUSP00000159237.2;ENSMUSP00000133916.3;ENSMUSP00000025906.4;	26379
Mus_musculus	Tead1	ENSMUSG00000055320	TEA	ENSMUSP00000129798.3;ENSMUSP00000128439.2;ENSMUSP00000130459.3;ENSMUSP00000102249.4;ENSMUSP00000159359.2;ENSMUSP00000127574.3;ENSMUSP00000081755.7;ENSMUSP00000130564.2;ENSMUSP00000060671.11;ENSMUSP00000131221.2;ENSMUSP00000133025.2;ENSMUSP00000159345.2;	21676
Mus_musculus	Onecut3	ENSMUSG00000045518	CUT	ENSMUSP00000053288.9;	246086
Mus_musculus	Gm12845	ENSMUSG00000108127	zf-C2H2	ENSMUSP00000144740.2;ENSMUSP00000144831.2;	NA
Mus_musculus	Sp7	ENSMUSG00000060284	zf-C2H2	ENSMUSP00000077596.6;ENSMUSP00000154859.2;	170574
Mus_musculus	Zfp319	ENSMUSG00000046556	zf-C2H2	ENSMUSP00000053397.7;	NA
Mus_musculus	St18	ENSMUSG00000033740	zf-C2HC	ENSMUSP00000118322.2;ENSMUSP00000122055.2;ENSMUSP00000042056.7;ENSMUSP00000117789.2;ENSMUSP00000131417.3;ENSMUSP00000120298.2;	240690
Mus_musculus	Gm14412	ENSMUSG00000078868	zf-C2H2	ENSMUSP00000104587.3;	NA
Mus_musculus	Gm7145	ENSMUSG00000100617	zf-C2H2	ENSMUSP00000140916.2;	NA
Mus_musculus	Zfp579	ENSMUSG00000051550	zf-C2H2	ENSMUSP00000123963.2;ENSMUSP00000124074.2;ENSMUSP00000104212.2;	68490
Mus_musculus	Zfp248	ENSMUSG00000030145	zf-C2H2	ENSMUSP00000124539.2;ENSMUSP00000068807.8;	72720
Mus_musculus	Nfkb1	ENSMUSG00000028163	RHD	ENSMUSP00000029812.8;ENSMUSP00000128345.3;ENSMUSP00000143601.2;	18033
Mus_musculus	Hoxc13	ENSMUSG00000001655	Homeobox	ENSMUSP00000001700.7;	15422
Mus_musculus	Gli2	ENSMUSG00000048402	zf-C2H2	ENSMUSP00000054837.9;	14633
Mus_musculus	Zfp933	ENSMUSG00000059423	zf-C2H2	ENSMUSP00000118300.2;ENSMUSP00000101343.2;	242747
Mus_musculus	Zhx3	ENSMUSG00000035877	Homeobox	ENSMUSP00000099400.3;ENSMUSP00000099401.2;ENSMUSP00000105086.2;	320799
Mus_musculus	Csde1	ENSMUSG00000068823	CSD	ENSMUSP00000142647.2;ENSMUSP00000142983.2;ENSMUSP00000143050.2;ENSMUSP00000143503.2;ENSMUSP00000143028.2;ENSMUSP00000143524.2;ENSMUSP00000142703.2;ENSMUSP00000142395.2;ENSMUSP00000029446.9;	229663
Mus_musculus	Pknox2	ENSMUSG00000035934	Homeobox	ENSMUSP00000135581.2;ENSMUSP00000035806.6;ENSMUSP00000079578.6;	208076
Mus_musculus	Atf3	ENSMUSG00000026628	TF_bZIP	ENSMUSP00000027941.9;ENSMUSP00000141492.2;	11910
Mus_musculus	Zfp687	ENSMUSG00000019338	zf-C2H2	ENSMUSP00000019482.2;	78266
Mus_musculus	Zfp93	ENSMUSG00000055305	zf-C2H2	ENSMUSP00000032696.7;ENSMUSP00000104077.4;	22755
Mus_musculus	Nfic	ENSMUSG00000055053	CTF_NFI	ENSMUSP00000113046.2;ENSMUSP00000020461.9;ENSMUSP00000077317.8;ENSMUSP00000152790.2;ENSMUSP00000114469.2;ENSMUSP00000100958.4;	18029
Mus_musculus	Zfp324	ENSMUSG00000004500	zf-C2H2	ENSMUSP00000041944.8;	243834
Mus_musculus	Zfp869	ENSMUSG00000054648	zf-C2H2	ENSMUSP00000079780.7;ENSMUSP00000158615.2;ENSMUSP00000158663.2;ENSMUSP00000158786.2;ENSMUSP00000158827.2;ENSMUSP00000158685.2;	66869
Mus_musculus	Hoxc4	ENSMUSG00000075394	Homeobox	ENSMUSP00000097740.4;	15423
Mus_musculus	Rhox4g	ENSMUSG00000079628	Homeobox	ENSMUSP00000110820.2;	664608
Mus_musculus	Zfp60	ENSMUSG00000037640	zf-C2H2	ENSMUSP00000132607.2;ENSMUSP00000036627.8;ENSMUSP00000103973.2;	22718
Mus_musculus	Hand2	ENSMUSG00000038193	bHLH	ENSMUSP00000044983.4;	15111
Mus_musculus	Zfp935	ENSMUSG00000113450	zf-C2H2	ENSMUSP00000152662.2;	NA
Mus_musculus	Zfp36l2	ENSMUSG00000045817	zf-CCCH	ENSMUSP00000050820.7;	12193
Mus_musculus	9130023H24Rik	ENSMUSG00000062944	zf-C2H2	ENSMUSP00000077867.4;	100043133
Mus_musculus	Bcl6	ENSMUSG00000022508	ZBTB	ENSMUSP00000023151.6;ENSMUSP00000023151.6;	12053
Mus_musculus	Zic4	ENSMUSG00000036972	zf-C2H2	ENSMUSP00000134053.2;ENSMUSP00000133958.2;ENSMUSP00000069568.6;	22774
Mus_musculus	Nr3c1	ENSMUSG00000024431	ESR-like	ENSMUSP00000025300.7;ENSMUSP00000095199.3;ENSMUSP00000111229.2;ENSMUSP00000111233.2;ENSMUSP00000120082.2;	14815
Mus_musculus	Zfp414	ENSMUSG00000073423	zf-C2H2	ENSMUSP00000127118.2;ENSMUSP00000129423.2;ENSMUSP00000073259.6;	328801
Mus_musculus	Zfp998	ENSMUSG00000074832	zf-C2H2	ENSMUSP00000134352.3;	76803
Mus_musculus	Mxd1	ENSMUSG00000001156	bHLH	ENSMUSP00000001184.8;ENSMUSP00000145081.2;	17119
Mus_musculus	Zfp975	ENSMUSG00000069727	zf-C2H2	ENSMUSP00000103626.2;	434179
Mus_musculus	Zfp512b	ENSMUSG00000000823	zf-C2H2	ENSMUSP00000121721.2;ENSMUSP00000115601.2;ENSMUSP00000123579.2;ENSMUSP00000104417.3;	269401
Mus_musculus	Rhox4c	ENSMUSG00000079635	Homeobox	ENSMUSP00000110837.2;	434759
Mus_musculus	Lhx5	ENSMUSG00000029595	Homeobox	ENSMUSP00000031591.7;	16873
Mus_musculus	Tbr1	ENSMUSG00000035033	T-box	ENSMUSP00000099798.5;ENSMUSP00000046787.9;	21375
Mus_musculus	Hoxc10	ENSMUSG00000022484	Homeobox	ENSMUSP00000001699.8;	209448
Mus_musculus	Zfp467	ENSMUSG00000068551	zf-C2H2	ENSMUSP00000110208.3;ENSMUSP00000110207.2;	68910
Mus_musculus	Gcm2	ENSMUSG00000021362	GCM	ENSMUSP00000153244.2;ENSMUSP00000021791.7;	107889
Mus_musculus	Helt	ENSMUSG00000047171	bHLH	ENSMUSP00000147465.2;ENSMUSP00000054823.8;	234219
Mus_musculus	Trp73	ENSMUSG00000029026	P53	ENSMUSP00000101269.4;ENSMUSP00000159346.2;ENSMUSP00000095368.5;ENSMUSP00000114736.2;ENSMUSP00000114418.2;ENSMUSP00000101268.2;ENSMUSP00000135281.2;ENSMUSP00000134196.2;	22062
Mus_musculus	Zfp865	ENSMUSG00000074405	zf-C2H2	ENSMUSP00000075601.5;ENSMUSP00000082550.4;	319748
Mus_musculus	Evx1	ENSMUSG00000005503	Homeobox	ENSMUSP00000031787.8;	14028
Mus_musculus	Zkscan5	ENSMUSG00000055991	zf-C2H2	ENSMUSP00000031601.8;ENSMUSP00000082814.4;	22757
Mus_musculus	Baz2a	ENSMUSG00000040054	MBD	ENSMUSP00000151308.2;ENSMUSP00000044359.9;ENSMUSP00000151445.2;ENSMUSP00000159065.2;ENSMUSP00000129803.3;ENSMUSP00000151961.2;	116848
Mus_musculus	Vax2	ENSMUSG00000034777	Homeobox	ENSMUSP00000035976.2;	NA
Mus_musculus	Ovol2	ENSMUSG00000037279	zf-C2H2	ENSMUSP00000044026.4;ENSMUSP00000099460.4;	107586
Mus_musculus	Id1	ENSMUSG00000042745	bHLH	ENSMUSP00000105449.2;ENSMUSP00000092019.5;	15901
Mus_musculus	Tfap2a	ENSMUSG00000021359	AP-2	ENSMUSP00000021787.5;ENSMUSP00000153667.2;ENSMUSP00000153522.2;ENSMUSP00000105822.3;ENSMUSP00000153149.2;ENSMUSP00000153271.2;	21418
Mus_musculus	Ubtfl1	ENSMUSG00000074502	HMG	ENSMUSP00000126540.2;ENSMUSP00000129611.2;ENSMUSP00000096572.3;	546118
Mus_musculus	Elk1	ENSMUSG00000009406	ETS	ENSMUSP00000009550.8;	13712
Mus_musculus	Esrrb	ENSMUSG00000021255	ESR-like	ENSMUSP00000131335.2;ENSMUSP00000112103.4;ENSMUSP00000105833.3;ENSMUSP00000021680.6;ENSMUSP00000105832.2;	26380
Mus_musculus	Irx2	ENSMUSG00000001504	Homeobox	ENSMUSP00000127963.2;ENSMUSP00000073976.5;	16372
Mus_musculus	Isl1	ENSMUSG00000042258	Homeobox	ENSMUSP00000044879.7;ENSMUSP00000135567.2;	16392
Mus_musculus	Mbd3	ENSMUSG00000035478	MBD	ENSMUSP00000100985.2;ENSMUSP00000100984.2;ENSMUSP00000089948.4;ENSMUSP00000100986.2;	17192
Mus_musculus	Irf8	ENSMUSG00000041515	IRF	ENSMUSP00000040245.4;ENSMUSP00000125443.2;ENSMUSP00000125447.3;ENSMUSP00000125029.2;	15900
Mus_musculus	Zfp114	ENSMUSG00000068962	zf-C2H2	ENSMUSP00000083173.7;ENSMUSP00000146241.2;	232966
Mus_musculus	Zfp426	ENSMUSG00000059475	zf-C2H2	ENSMUSP00000129727.2;ENSMUSP00000111224.3;ENSMUSP00000126446.2;ENSMUSP00000130945.2;ENSMUSP00000127045.2;ENSMUSP00000079250.7;	235028
Mus_musculus	Pias3	ENSMUSG00000028101	zf-MIZ	ENSMUSP00000102691.4;ENSMUSP00000069259.10;ENSMUSP00000102692.4;ENSMUSP00000125747.2;	229615
Mus_musculus	Elf4	ENSMUSG00000031103	ETS	ENSMUSP00000118436.2;ENSMUSP00000110608.2;ENSMUSP00000033429.3;	56501
Mus_musculus	Mesp2	ENSMUSG00000030543	bHLH	ENSMUSP00000103017.2;	17293
Mus_musculus	Csdc2	ENSMUSG00000042109	CSD	ENSMUSP00000044441.8;	105859
Mus_musculus	AI987944	ENSMUSG00000056383	zf-C2H2	ENSMUSP00000071708.8;ENSMUSP00000145621.2;ENSMUSP00000145565.2;	233168
Mus_musculus	Zfp46	ENSMUSG00000051351	zf-C2H2	ENSMUSP00000070216.5;ENSMUSP00000118495.2;	22704
Mus_musculus	Dlx6	ENSMUSG00000029754	Homeobox	ENSMUSP00000128585.2;ENSMUSP00000031768.7;ENSMUSP00000124204.3;	13396
Mus_musculus	Max	ENSMUSG00000059436	bHLH	ENSMUSP00000080778.6;ENSMUSP00000106025.4;	17187
Mus_musculus	Lhx9	ENSMUSG00000019230	Homeobox	ENSMUSP00000019374.8;ENSMUSP00000107657.3;ENSMUSP00000107661.3;ENSMUSP00000091198.4;ENSMUSP00000036480.7;	16876
Mus_musculus	Pax2	ENSMUSG00000004231	PAX	ENSMUSP00000004340.5;ENSMUSP00000134661.2;ENSMUSP00000134311.2;	NA
Mus_musculus	Hsf2	ENSMUSG00000019878	HSF	ENSMUSP00000078761.5;ENSMUSP00000152013.2;ENSMUSP00000151957.2;	15500
Mus_musculus	Meiosin	ENSMUSG00000085601	HMG	ENSMUSP00000115575.3;	243866
Mus_musculus	Zhx2	ENSMUSG00000071757	Homeobox	ENSMUSP00000094164.5;	387609
Mus_musculus	Nkx1-2	ENSMUSG00000048528	Homeobox	ENSMUSP00000052778.3;	NA
Mus_musculus	Zscan12	ENSMUSG00000036721	zf-C2H2	ENSMUSP00000153548.2;ENSMUSP00000097308.3;ENSMUSP00000058904.7;	22758
Mus_musculus	Nr2f6	ENSMUSG00000002393	RXR-like	ENSMUSP00000002466.9;ENSMUSP00000116498.2;ENSMUSP00000121648.2;	13864
Mus_musculus	Nfil3	ENSMUSG00000056749	TF_bZIP	ENSMUSP00000065363.8;	18030
Mus_musculus	Gata6	ENSMUSG00000005836	zf-GATA	ENSMUSP00000041774.8;	14465
Mus_musculus	Tox	ENSMUSG00000041272	HMG	ENSMUSP00000037966.4;	252838
Mus_musculus	Gm14418	ENSMUSG00000078867	zf-C2H2	ENSMUSP00000116617.2;	NA
Mus_musculus	Sry	ENSMUSG00000069036	HMG	ENSMUSP00000088717.2;	21674
Mus_musculus	Gm14409	ENSMUSG00000078869	zf-C2H2	ENSMUSP00000104591.2;	NA
Mus_musculus	Zfp493	ENSMUSG00000090659	zf-C2H2	ENSMUSP00000132282.2;ENSMUSP00000152847.2;	72958
Mus_musculus	Phox2a	ENSMUSG00000007946	Homeobox	ENSMUSP00000008090.9;	11859
Mus_musculus	Sox10	ENSMUSG00000033006	HMG	ENSMUSP00000039466.5;ENSMUSP00000155574.2;	20665
Mus_musculus	Zfp575	ENSMUSG00000066721	zf-C2H2	ENSMUSP00000092294.3;	101544
Mus_musculus	Dmbx1	ENSMUSG00000028707	Homeobox	ENSMUSP00000134457.2;ENSMUSP00000081366.7;ENSMUSP00000120320.3;	140477
Mus_musculus	Hmx1	ENSMUSG00000067438	Homeobox	ENSMUSP00000084958.3;	15371
Mus_musculus	Mef2a	ENSMUSG00000030557	SRF	ENSMUSP00000032776.9;ENSMUSP00000075664.6;ENSMUSP00000138645.2;ENSMUSP00000138566.2;ENSMUSP00000103100.2;ENSMUSP00000117496.2;ENSMUSP00000116144.2;	17258
Mus_musculus	Klf14	ENSMUSG00000073209	zf-C2H2	ENSMUSP00000099122.4;	619665
